Record_ID,Date,Store_Location,Region,Total_Employees,Full_Time_Employees,Part_Time_Employees,Seasonal_Employees,Employee_Turnover_Rate_%,Employee_Satisfaction_Score,Women_Employees_%,Minority_Employees_%,Employees_with_Disabilities_%,Diversity_Score,Community_Engagement_Hours,Charitable_Donations_usd,Local_Sourcing_%,Community_Programs,Health_Safety_Incidents,Lost_Time_Injuries,Safety_Training_Hours,Health_Safety_Score,Employee_Category,Program_Type,Compliance_Status,Performance_Score,Data_Quality_Score,Month,Day_Type,Quarter
9090,2023-01-07,Store_022,West,158,58,73,27,28.81,4.8,49.74,28.53,12.23,94.4,208,14533,31.89,13,6,2,161,85.2,Full-Time,Training,Compliant,76.8,89.5,1,Weekend,Q1
6004,2023-01-07,Store_036,Central,145,59,81,5,11.14,3.8,42.08,16.19,9.4,49.5,9,7711,71.17,15,0,2,182,72.4,Full-Time,Training,Partial,71.8,84.6,1,Weekend,Q1
17312,2023-01-07,Store_044,South,186,56,86,44,29.13,4.5,50.28,29.78,4.1,54.8,406,46050,73.7,1,5,2,167,95.0,Part-Time,Training,Compliant,90.8,78.3,1,Weekend,Q1
17465,2023-01-07,Store_015,Central,101,38,16,47,14.99,4.0,41.4,46.88,2.43,89.8,493,15873,42.73,17,6,1,89,88.7,Full-Time,Training,Compliant,77.0,78.5,1,Weekend,Q1
17497,2023-01-07,Store_039,East,189,79,97,13,11.3,3.6,24.25,15.92,13.86,57.0,427,46624,29.91,1,2,1,130,81.4,Full-Time,Community,Compliant,74.0,96.5,1,Weekend,Q1
1316,2023-01-07,Store_050,North,215,112,97,6,20.28,3.5,56.69,11.38,3.49,73.6,49,42764,73.02,7,2,2,85,63.3,Full-Time,Training,Compliant,55.9,94.4,1,Weekend,Q1
11602,2023-01-07,Store_042,West,177,52,88,37,12.85,4.0,56.59,48.33,12.81,54.8,386,13458,51.51,13,2,0,109,93.5,Part-Time,Training,Non-Compliant,86.1,84.4,1,Weekend,Q1
3193,2023-01-07,Store_036,East,216,79,91,46,7.69,4.8,40.15,45.68,5.48,42.7,365,33983,29.47,14,3,4,164,94.5,Full-Time,Training,Partial,93.8,75.7,1,Weekend,Q1
8821,2023-01-07,Store_007,West,208,73,93,42,12.79,4.0,55.39,41.09,6.94,86.0,416,12492,39.24,9,8,4,117,82.5,Full-Time,Wellness,Compliant,65.6,91.0,1,Weekend,Q1
12260,2023-01-07,Store_043,West,55,21,17,17,25.66,3.9,38.31,15.53,8.18,85.4,47,36240,56.19,17,0,1,196,90.8,Full-Time,Wellness,Compliant,54.3,92.6,1,Weekend,Q1
19534,2023-01-07,Store_012,South,223,145,74,4,15.75,3.4,21.93,19.12,12.63,74.2,342,34086,42.05,15,1,4,154,73.9,Seasonal,Diversity,Compliant,62.8,77.4,1,Weekend,Q1
9017,2023-01-07,Store_035,South,120,70,14,36,38.05,3.8,55.63,13.05,7.11,40.6,436,3997,53.34,3,9,3,125,92.9,Part-Time,Diversity,Non-Compliant,59.0,98.8,1,Weekend,Q1
19082,2023-01-07,Store_044,South,212,139,35,38,24.83,3.7,21.26,27.87,4.36,41.0,407,33432,16.94,1,9,1,138,81.8,Full-Time,Wellness,Non-Compliant,92.4,81.5,1,Weekend,Q1
12226,2023-01-07,Store_014,Central,88,40,20,28,12.43,3.0,37.25,47.84,11.58,77.8,166,14271,16.91,4,6,4,129,77.2,Full-Time,Wellness,Partial,71.6,83.7,1,Weekend,Q1
234,2023-01-07,Store_014,West,131,52,52,27,25.06,4.7,26.77,40.25,4.59,81.1,429,13755,12.89,3,8,2,81,75.7,Full-Time,Wellness,Partial,97.8,82.9,1,Weekend,Q1
12348,2023-01-07,Store_048,Central,130,66,44,20,28.44,4.3,40.34,18.3,8.32,79.8,245,39160,25.41,7,0,0,15,72.0,Full-Time,Wellness,Compliant,99.2,97.4,1,Weekend,Q1
13934,2023-01-07,Store_025,South,184,96,82,6,22.26,4.4,26.99,38.8,2.22,77.4,269,15337,21.73,11,8,1,37,61.1,Part-Time,Wellness,Partial,94.5,87.8,1,Weekend,Q1
1757,2023-01-07,Store_002,North,143,41,92,10,35.4,3.8,26.01,27.79,8.99,44.3,64,44311,21.42,15,8,3,12,87.6,Full-Time,Training,Compliant,76.8,82.8,1,Weekend,Q1
18478,2023-01-07,Store_007,North,165,103,53,9,21.76,4.5,36.62,41.9,10.41,44.8,171,1284,30.17,7,4,0,137,74.5,Full-Time,Training,Compliant,64.1,88.4,1,Weekend,Q1
17820,2023-01-07,Store_012,North,101,81,14,6,26.97,4.7,43.36,12.27,11.06,87.4,378,31931,37.79,16,8,0,157,84.4,Seasonal,Wellness,Non-Compliant,57.7,91.9,1,Weekend,Q1
1577,2023-01-07,Store_004,West,112,28,60,24,36.09,4.6,50.1,16.63,14.07,64.0,39,29898,24.26,13,6,2,91,63.3,Part-Time,Training,Compliant,90.0,81.4,1,Weekend,Q1
18849,2023-01-07,Store_039,East,111,67,21,23,30.07,4.1,42.11,29.41,12.81,45.0,110,17352,60.94,17,8,0,164,75.6,Full-Time,Training,Compliant,57.0,91.5,1,Weekend,Q1
13485,2023-01-07,Store_042,West,195,75,99,21,5.16,4.1,22.44,40.31,9.1,41.2,104,35244,32.57,3,2,0,35,79.5,Seasonal,Wellness,Compliant,78.1,90.3,1,Weekend,Q1
10396,2023-01-07,Store_007,East,90,46,25,19,10.75,5.0,59.98,45.79,13.69,58.6,441,40608,65.91,0,3,0,31,95.8,Part-Time,Wellness,Compliant,72.8,75.6,1,Weekend,Q1
15852,2023-01-07,Store_008,South,242,107,98,37,22.76,3.5,49.89,28.28,9.09,53.7,121,2260,34.67,18,2,1,40,83.7,Seasonal,Training,Compliant,81.4,99.1,1,Weekend,Q1
5561,2023-01-07,Store_050,Central,246,147,97,2,31.5,3.6,40.01,40.37,10.42,63.3,211,40400,73.01,15,2,3,182,67.7,Part-Time,Wellness,Compliant,61.9,93.9,1,Weekend,Q1
2754,2023-01-07,Store_003,East,153,102,8,43,36.97,3.5,47.18,29.59,14.76,94.8,275,42974,52.47,11,9,3,189,82.6,Part-Time,Training,Compliant,96.5,98.8,1,Weekend,Q1
16046,2023-01-07,Store_046,Central,236,131,84,21,20.17,4.9,24.8,15.27,7.95,85.8,33,3171,55.61,10,1,2,82,80.1,Full-Time,Wellness,Compliant,98.1,97.8,1,Weekend,Q1
2002,2023-01-07,Store_023,South,177,108,59,10,16.8,3.1,42.88,12.73,14.16,66.6,265,13873,79.3,1,7,2,42,99.9,Part-Time,Community,Compliant,83.4,99.8,1,Weekend,Q1
16268,2023-01-07,Store_025,South,153,62,58,33,8.11,4.2,52.34,14.03,2.46,67.5,41,28940,17.67,8,9,2,99,94.0,Full-Time,Training,Partial,85.9,81.3,1,Weekend,Q1
1380,2023-01-08,Store_026,East,45,29,9,7,15.65,3.9,45.41,18.52,6.94,62.8,249,20069,27.34,11,7,2,87,99.0,Full-Time,Wellness,Compliant,81.1,84.9,1,Weekend,Q1
15249,2023-01-08,Store_043,West,207,135,32,40,8.69,3.2,30.93,42.09,12.39,48.6,73,2281,50.77,9,9,4,149,83.0,Part-Time,Training,Compliant,53.7,81.4,1,Weekend,Q1
6285,2023-01-08,Store_044,Central,92,59,28,5,22.79,3.6,29.64,22.51,11.74,41.6,89,34575,48.47,6,6,3,38,67.4,Part-Time,Training,Compliant,87.0,83.8,1,Weekend,Q1
17804,2023-01-08,Store_024,East,227,103,98,26,12.76,4.5,43.17,48.03,14.01,60.1,193,28119,58.27,0,6,2,152,88.7,Full-Time,Training,Compliant,85.1,92.9,1,Weekend,Q1
11098,2023-01-08,Store_038,North,152,110,42,0,37.63,4.6,39.76,15.25,8.72,82.9,115,31002,13.76,4,8,1,146,97.9,Part-Time,Wellness,Compliant,64.5,99.1,1,Weekend,Q1
7165,2023-01-08,Store_007,South,184,80,95,9,24.8,3.0,29.7,40.64,14.97,48.3,278,3925,44.17,9,0,4,74,86.4,Full-Time,Wellness,Compliant,52.3,78.9,1,Weekend,Q1
7619,2023-01-08,Store_045,North,72,22,33,17,13.95,4.4,51.85,15.03,4.98,42.0,195,42038,15.57,8,2,0,115,82.7,Seasonal,Wellness,Compliant,57.2,86.7,1,Weekend,Q1
13616,2023-01-08,Store_009,West,172,136,18,18,33.93,3.5,34.48,26.73,9.53,93.3,175,36428,10.31,0,1,3,137,79.9,Full-Time,Wellness,Compliant,51.6,82.4,1,Weekend,Q1
4827,2023-01-08,Store_022,Central,113,73,10,30,8.65,3.8,37.21,35.57,2.0,54.9,50,29341,69.76,10,4,4,98,82.1,Full-Time,Community,Compliant,66.6,78.6,1,Weekend,Q1
16712,2023-01-08,Store_033,East,113,28,73,12,33.09,3.1,28.64,48.05,8.91,77.9,284,19558,56.82,11,2,3,130,99.9,Full-Time,Wellness,Compliant,54.7,81.0,1,Weekend,Q1
3119,2023-01-08,Store_004,North,86,31,38,17,36.17,4.2,32.42,39.53,11.38,43.1,202,45617,75.14,10,1,4,15,81.2,Part-Time,Training,Compliant,72.8,85.8,1,Weekend,Q1
7937,2023-01-08,Store_050,East,189,87,53,49,7.75,4.5,36.52,34.48,14.65,93.6,62,46266,50.84,11,3,4,13,65.6,Full-Time,Training,Non-Compliant,87.2,85.8,1,Weekend,Q1
9539,2023-01-08,Store_043,East,166,104,30,32,31.14,3.8,56.26,22.84,8.56,45.3,137,12022,74.12,4,3,2,182,85.2,Full-Time,Training,Compliant,70.6,84.2,1,Weekend,Q1
13311,2023-01-08,Store_010,East,199,132,66,1,14.5,3.5,47.32,37.99,8.82,46.8,194,26090,15.81,7,1,0,148,76.0,Full-Time,Community,Non-Compliant,65.2,99.1,1,Weekend,Q1
19110,2023-01-08,Store_016,North,130,23,97,10,8.3,3.3,38.02,49.5,10.42,78.0,273,1907,65.41,3,0,0,164,60.2,Part-Time,Training,Non-Compliant,78.3,83.0,1,Weekend,Q1
6880,2023-01-08,Store_006,South,151,31,93,27,19.82,3.3,41.64,14.91,11.66,91.0,10,21174,65.82,2,8,2,50,63.9,Seasonal,Training,Compliant,66.1,93.7,1,Weekend,Q1
823,2023-01-08,Store_048,Central,165,124,18,23,24.66,4.2,26.03,43.32,5.23,70.1,81,48664,33.28,13,5,4,62,70.8,Full-Time,Community,Partial,54.6,76.9,1,Weekend,Q1
12399,2023-01-08,Store_046,West,154,62,77,15,30.26,4.0,55.87,23.02,3.87,75.5,248,35400,63.05,10,6,4,156,71.9,Full-Time,Training,Compliant,88.2,97.1,1,Weekend,Q1
2513,2023-01-08,Store_016,South,74,27,14,33,24.35,3.8,34.76,47.82,14.78,75.7,79,19896,41.27,12,1,2,189,90.5,Part-Time,Training,Compliant,75.5,83.7,1,Weekend,Q1
15316,2023-01-08,Store_033,South,107,39,34,34,23.4,4.6,48.62,13.73,7.05,57.9,320,25696,35.71,3,8,0,131,73.7,Part-Time,Wellness,Compliant,99.2,93.9,1,Weekend,Q1
19598,2023-01-08,Store_047,West,145,81,26,38,13.96,3.5,58.69,39.56,12.11,94.9,426,34906,60.84,15,3,0,21,97.6,Part-Time,Wellness,Compliant,55.8,96.8,1,Weekend,Q1
13715,2023-01-08,Store_016,East,103,88,12,3,15.71,3.2,53.0,32.41,11.18,53.8,202,28842,59.11,15,0,4,183,67.5,Seasonal,Wellness,Compliant,67.1,94.5,1,Weekend,Q1
18784,2023-01-08,Store_019,West,141,74,35,32,11.17,4.3,20.63,40.49,9.72,66.4,383,19119,21.52,5,3,2,156,67.6,Full-Time,Community,Compliant,64.5,83.5,1,Weekend,Q1
15028,2023-01-08,Store_031,Central,146,74,34,38,29.28,4.6,21.45,13.83,8.14,92.4,427,5488,33.69,5,6,3,78,95.3,Full-Time,Training,Compliant,56.8,83.8,1,Weekend,Q1
7486,2023-01-08,Store_037,West,151,63,52,36,30.13,4.8,24.48,17.82,12.22,74.7,299,29493,79.39,8,3,2,25,81.2,Seasonal,Wellness,Compliant,50.7,90.1,1,Weekend,Q1
4092,2023-01-08,Store_042,West,120,52,34,34,35.54,3.7,33.08,48.92,6.34,78.6,418,34521,31.83,5,1,0,33,68.0,Full-Time,Training,Compliant,72.5,93.3,1,Weekend,Q1
6870,2023-01-08,Store_012,South,72,65,5,2,25.04,4.8,34.05,19.26,11.38,58.6,74,18828,56.67,14,6,0,124,70.4,Part-Time,Wellness,Compliant,88.8,97.5,1,Weekend,Q1
6338,2023-01-08,Store_012,North,182,141,22,19,12.51,5.0,36.65,14.67,8.91,69.8,289,40029,25.77,9,3,0,138,77.7,Full-Time,Diversity,Compliant,81.2,98.9,1,Weekend,Q1
10843,2023-01-08,Store_046,South,222,145,33,44,23.95,3.6,42.04,40.31,9.54,44.9,427,22217,64.36,1,0,1,57,77.0,Full-Time,Wellness,Partial,87.3,79.3,1,Weekend,Q1
7339,2023-01-08,Store_005,Central,157,107,29,21,25.28,3.2,21.42,12.34,12.12,55.1,287,875,23.6,16,1,0,195,77.2,Full-Time,Diversity,Compliant,67.2,97.4,1,Weekend,Q1
1496,2023-01-08,Store_013,Central,199,69,94,36,30.8,4.8,21.23,37.37,10.97,94.9,44,26158,47.29,18,7,2,188,78.0,Full-Time,Community,Compliant,63.5,85.7,1,Weekend,Q1
15844,2023-01-08,Store_025,West,127,48,68,11,17.2,4.3,26.85,28.66,13.99,89.2,290,30839,33.85,19,8,3,19,61.1,Part-Time,Wellness,Compliant,67.5,96.2,1,Weekend,Q1
14098,2023-01-08,Store_049,Central,253,148,73,32,38.13,4.3,28.77,32.96,5.93,49.4,317,27050,73.44,17,4,0,20,79.2,Part-Time,Wellness,Compliant,85.2,97.9,1,Weekend,Q1
12046,2023-01-08,Store_050,East,166,81,60,25,36.83,3.1,34.89,27.87,13.26,44.6,112,12546,19.82,16,9,4,66,73.7,Full-Time,Training,Compliant,59.5,98.3,1,Weekend,Q1
9614,2023-01-08,Store_011,East,133,101,29,3,35.44,3.8,57.11,30.58,12.59,71.4,399,6355,70.0,14,3,4,73,89.9,Full-Time,Wellness,Non-Compliant,59.8,83.2,1,Weekend,Q1
9868,2023-01-08,Store_005,West,129,63,53,13,30.28,3.8,42.68,18.23,7.72,86.3,19,23062,11.69,11,2,1,175,90.4,Full-Time,Community,Compliant,64.2,89.5,1,Weekend,Q1
7698,2023-01-08,Store_013,Central,151,63,44,44,29.35,3.0,35.6,18.64,2.46,53.2,27,46223,78.67,10,0,3,91,89.8,Full-Time,Training,Non-Compliant,86.3,78.7,1,Weekend,Q1
8596,2023-01-08,Store_008,West,262,120,95,47,10.17,4.4,41.63,42.41,10.39,86.6,81,27696,57.94,1,7,2,11,96.1,Full-Time,Wellness,Compliant,91.7,96.7,1,Weekend,Q1
18919,2023-01-08,Store_012,North,176,63,64,49,36.16,3.4,59.26,28.56,7.72,70.4,167,24370,48.49,4,3,2,57,75.4,Full-Time,Wellness,Compliant,94.7,93.3,1,Weekend,Q1
18229,2023-01-08,Store_042,West,170,101,49,20,23.27,4.4,32.94,13.41,7.53,67.3,455,20855,34.36,15,7,4,80,75.1,Part-Time,Training,Compliant,89.4,75.3,1,Weekend,Q1
16360,2023-01-08,Store_027,North,76,49,10,17,6.92,3.8,58.25,12.73,2.43,50.5,256,26193,43.97,12,7,1,87,67.8,Full-Time,Training,Compliant,63.2,84.3,1,Weekend,Q1
5062,2023-01-08,Store_011,West,124,21,75,28,31.34,4.2,59.75,32.66,5.86,66.4,239,10794,46.31,4,2,2,78,99.5,Full-Time,Training,Non-Compliant,85.7,76.8,1,Weekend,Q1
15,2023-01-08,Store_015,West,190,85,90,15,6.39,3.7,49.49,20.7,2.37,49.9,264,1779,27.7,6,5,1,38,96.2,Seasonal,Wellness,Partial,96.2,86.3,1,Weekend,Q1
9236,2023-01-08,Store_034,Central,199,101,76,22,29.99,4.9,27.57,47.33,4.72,91.5,460,16421,28.29,11,5,1,138,97.0,Part-Time,Training,Non-Compliant,95.6,76.1,1,Weekend,Q1
13831,2023-01-08,Store_028,Central,232,147,36,49,24.48,3.8,35.68,38.39,2.39,85.4,363,30592,74.81,14,9,4,25,62.2,Part-Time,Wellness,Compliant,83.7,93.8,1,Weekend,Q1
14605,2023-01-08,Store_013,South,159,123,18,18,9.34,3.2,32.54,15.8,7.13,47.6,371,25829,53.56,13,4,1,74,66.9,Part-Time,Community,Non-Compliant,82.1,81.3,1,Weekend,Q1
3679,2023-01-08,Store_020,South,178,145,11,22,18.28,3.9,53.73,24.36,6.53,93.0,437,17013,77.53,9,7,2,88,98.6,Part-Time,Community,Compliant,89.9,89.9,1,Weekend,Q1
14506,2023-01-08,Store_049,West,167,134,11,22,24.52,4.8,47.89,41.73,7.49,66.1,128,2126,15.93,1,9,1,115,89.4,Full-Time,Training,Compliant,89.5,78.7,1,Weekend,Q1
19853,2023-01-08,Store_048,South,174,80,77,17,7.12,3.5,53.17,18.71,5.21,48.6,236,17971,42.88,13,8,1,152,72.6,Full-Time,Wellness,Partial,84.4,84.1,1,Weekend,Q1
8355,2023-01-08,Store_034,East,121,68,35,18,12.01,3.3,54.97,21.7,9.37,73.8,409,41012,58.32,3,1,1,172,66.9,Part-Time,Training,Compliant,81.8,91.9,1,Weekend,Q1
12259,2023-01-08,Store_035,West,137,95,29,13,36.19,4.8,25.38,30.83,10.13,44.0,481,48291,71.06,8,3,1,117,75.2,Seasonal,Wellness,Non-Compliant,69.4,99.1,1,Weekend,Q1
10471,2023-01-08,Store_018,Central,190,62,87,41,16.97,3.3,36.95,43.03,10.92,65.3,229,29442,33.8,15,3,4,84,88.4,Full-Time,Training,Compliant,83.1,81.5,1,Weekend,Q1
13218,2023-01-08,Store_013,North,131,67,45,19,8.57,3.4,31.24,44.19,2.29,78.4,447,26542,77.63,17,7,3,73,90.7,Part-Time,Community,Non-Compliant,52.0,86.4,1,Weekend,Q1
4563,2023-01-09,Store_026,North,154,109,41,4,28.47,3.7,56.23,48.35,4.11,41.5,422,2076,45.38,0,3,1,58,77.1,Full-Time,Training,Compliant,58.6,96.2,1,Weekday,Q1
5689,2023-01-09,Store_045,West,183,41,93,49,10.18,3.4,31.49,22.16,2.56,53.1,341,11940,49.45,2,9,1,192,99.1,Part-Time,Diversity,Non-Compliant,88.0,87.6,1,Weekday,Q1
11352,2023-01-09,Store_044,South,149,115,13,21,14.15,4.0,38.05,36.97,13.06,70.4,325,4125,38.94,17,9,4,133,78.1,Full-Time,Wellness,Compliant,83.2,81.0,1,Weekday,Q1
8001,2023-01-09,Store_020,North,152,100,48,4,38.09,3.7,51.51,25.97,2.16,85.3,10,7942,43.13,13,3,3,119,65.3,Full-Time,Wellness,Compliant,85.8,91.2,1,Weekday,Q1
18749,2023-01-09,Store_005,East,155,59,74,22,16.04,3.2,27.44,14.02,9.89,81.1,188,19804,67.5,14,2,4,13,61.8,Part-Time,Training,Compliant,68.2,82.8,1,Weekday,Q1
16377,2023-01-09,Store_025,Central,114,37,42,35,9.17,4.2,37.88,49.43,4.55,89.1,428,31612,46.28,3,2,0,110,86.9,Full-Time,Training,Compliant,63.6,95.2,1,Weekday,Q1
8163,2023-01-09,Store_016,North,155,79,50,26,29.66,3.7,41.66,24.57,8.02,70.3,478,7917,42.36,3,3,4,116,90.8,Full-Time,Training,Partial,84.7,87.2,1,Weekday,Q1
15396,2023-01-09,Store_015,South,112,68,24,20,22.32,3.7,50.81,29.13,14.77,61.1,489,27055,64.34,10,1,3,123,83.2,Full-Time,Wellness,Compliant,62.8,75.7,1,Weekday,Q1
8083,2023-01-09,Store_010,West,157,51,91,15,26.18,4.8,28.53,39.66,12.27,48.3,287,10005,41.51,15,6,3,24,87.4,Part-Time,Training,Non-Compliant,63.0,89.0,1,Weekday,Q1
10729,2023-01-09,Store_027,South,59,32,5,22,35.52,4.0,37.75,38.46,8.08,60.6,272,17379,68.1,9,8,3,50,79.5,Part-Time,Wellness,Partial,85.8,87.3,1,Weekday,Q1
9955,2023-01-09,Store_018,South,195,89,83,23,17.08,3.0,55.52,11.23,3.44,94.8,49,36894,50.32,10,5,1,143,97.4,Full-Time,Training,Compliant,58.1,91.8,1,Weekday,Q1
289,2023-01-09,Store_014,South,145,43,78,24,7.16,4.0,56.05,46.94,11.08,65.8,440,29586,55.74,3,2,3,12,83.0,Full-Time,Wellness,Compliant,93.1,99.1,1,Weekday,Q1
3159,2023-01-09,Store_008,West,128,98,13,17,22.93,3.5,26.76,34.79,7.67,55.9,496,842,27.91,5,8,4,112,86.7,Full-Time,Training,Compliant,68.6,89.5,1,Weekday,Q1
15597,2023-01-09,Store_018,West,196,133,44,19,5.73,3.3,40.79,28.88,8.19,76.6,466,30386,42.59,3,0,0,64,90.4,Full-Time,Wellness,Partial,86.7,95.5,1,Weekday,Q1
19423,2023-01-09,Store_046,Central,215,140,40,35,5.7,3.3,22.8,23.53,12.1,70.6,224,9186,62.67,3,5,1,134,70.0,Full-Time,Wellness,Compliant,64.2,78.8,1,Weekday,Q1
872,2023-01-09,Store_005,Central,187,139,21,27,31.81,4.5,30.14,17.44,4.12,61.3,382,15637,12.2,1,3,4,199,75.7,Part-Time,Training,Compliant,98.0,96.9,1,Weekday,Q1
4621,2023-01-09,Store_042,North,233,140,56,37,38.21,4.4,26.52,47.79,9.06,84.1,39,11972,75.68,0,5,0,190,70.8,Part-Time,Diversity,Compliant,96.6,85.1,1,Weekday,Q1
19464,2023-01-09,Store_025,South,175,130,32,13,7.25,4.9,36.16,41.22,10.17,57.6,173,28397,55.62,3,1,4,58,86.5,Full-Time,Wellness,Non-Compliant,79.1,89.8,1,Weekday,Q1
5345,2023-01-09,Store_037,North,265,144,97,24,32.48,3.8,24.13,14.05,5.92,91.8,241,29149,46.3,15,4,1,108,66.2,Part-Time,Training,Compliant,77.8,78.6,1,Weekday,Q1
12310,2023-01-09,Store_025,Central,122,69,15,38,37.73,3.3,41.08,48.47,9.73,49.0,54,10001,43.64,6,5,0,138,80.4,Part-Time,Training,Partial,79.6,81.3,1,Weekday,Q1
10460,2023-01-09,Store_034,Central,162,58,81,23,24.02,4.4,24.08,11.1,13.74,90.8,327,49214,18.04,9,9,1,95,93.2,Full-Time,Community,Compliant,72.0,82.9,1,Weekday,Q1
11256,2023-01-09,Store_012,West,147,38,91,18,36.17,4.2,36.72,15.72,13.81,55.4,453,279,65.05,2,1,0,156,86.7,Full-Time,Training,Compliant,77.6,89.4,1,Weekday,Q1
18565,2023-01-09,Store_042,East,180,122,56,2,39.32,3.2,55.7,15.78,12.64,52.4,309,40008,31.19,6,2,0,113,87.2,Full-Time,Diversity,Compliant,63.1,100.0,1,Weekday,Q1
1927,2023-01-09,Store_043,East,150,67,37,46,10.64,4.1,20.35,37.35,8.3,80.7,46,44273,13.92,0,1,1,96,75.7,Full-Time,Wellness,Compliant,78.4,75.7,1,Weekday,Q1
2823,2023-01-09,Store_029,South,195,133,29,33,24.18,4.6,26.3,34.77,12.7,57.6,290,7722,18.88,2,8,3,139,64.5,Full-Time,Wellness,Compliant,72.2,99.5,1,Weekday,Q1
4584,2023-01-09,Store_032,South,151,125,24,2,28.04,3.4,40.58,25.58,12.88,53.3,161,33436,52.08,15,3,1,32,60.2,Full-Time,Wellness,Non-Compliant,85.2,99.2,1,Weekday,Q1
8356,2023-01-09,Store_002,East,100,59,13,28,9.73,4.2,38.71,15.39,4.25,42.8,483,33258,50.02,11,7,2,101,66.5,Part-Time,Diversity,Compliant,92.8,91.0,1,Weekday,Q1
14502,2023-01-09,Store_007,Central,84,51,21,12,20.45,3.5,37.34,42.69,2.56,83.1,237,4290,53.67,2,4,2,160,92.9,Full-Time,Wellness,Partial,72.5,97.4,1,Weekday,Q1
18993,2023-01-09,Store_002,South,170,95,42,33,16.54,3.4,59.71,26.02,8.11,48.1,156,8858,21.62,4,9,1,22,70.2,Part-Time,Diversity,Compliant,87.8,96.5,1,Weekday,Q1
19887,2023-01-09,Store_007,West,156,58,59,39,9.31,4.7,52.95,10.03,11.48,53.5,300,25391,39.63,18,8,4,129,82.0,Part-Time,Community,Partial,53.6,80.3,1,Weekday,Q1
6743,2023-01-09,Store_050,Central,188,121,56,11,7.19,3.7,28.39,24.8,14.87,77.5,337,36232,14.67,0,3,2,77,98.4,Seasonal,Training,Compliant,72.1,81.4,1,Weekday,Q1
1154,2023-01-09,Store_020,Central,198,71,90,37,21.38,4.6,38.15,37.06,11.65,66.8,286,48305,35.49,3,3,0,142,74.2,Full-Time,Wellness,Compliant,84.9,83.0,1,Weekday,Q1
5509,2023-01-09,Store_037,South,216,142,56,18,26.68,3.8,40.06,42.0,2.47,87.7,73,39759,37.65,17,0,3,123,75.2,Full-Time,Wellness,Non-Compliant,77.7,85.1,1,Weekday,Q1
2752,2023-01-09,Store_039,Central,150,92,17,41,7.26,4.9,39.5,21.71,9.41,43.8,4,35951,19.23,15,8,1,60,75.9,Full-Time,Training,Compliant,91.2,99.6,1,Weekday,Q1
1097,2023-01-09,Store_034,East,119,33,54,32,35.42,4.1,43.75,33.29,5.25,55.6,466,24789,10.87,2,6,1,58,65.1,Full-Time,Wellness,Compliant,67.8,93.6,1,Weekday,Q1
11004,2023-01-09,Store_021,South,198,83,89,26,29.83,3.3,39.13,42.35,2.73,66.3,10,9723,20.18,7,0,1,112,62.3,Full-Time,Community,Compliant,60.9,81.7,1,Weekday,Q1
15267,2023-01-09,Store_028,West,68,23,29,16,34.03,4.6,45.68,10.07,13.8,80.8,385,9682,31.38,4,3,4,199,71.8,Seasonal,Community,Partial,97.7,92.1,1,Weekday,Q1
8854,2023-01-09,Store_033,West,152,96,14,42,30.18,3.1,49.71,30.1,3.22,75.9,423,42547,34.97,7,0,4,177,83.7,Full-Time,Training,Compliant,73.9,80.0,1,Weekday,Q1
9259,2023-01-09,Store_032,Central,167,111,22,34,15.24,3.3,32.38,40.83,3.39,75.1,26,1771,19.16,6,9,4,62,63.7,Part-Time,Wellness,Compliant,70.2,95.8,1,Weekday,Q1
3834,2023-01-09,Store_006,North,173,71,61,41,38.74,5.0,56.6,26.35,2.09,80.4,407,12760,74.87,5,3,4,133,70.5,Seasonal,Diversity,Compliant,68.7,87.1,1,Weekday,Q1
15079,2023-01-09,Store_046,East,86,26,47,13,38.33,4.0,41.74,11.63,13.26,71.3,324,3596,35.66,2,5,3,135,89.0,Full-Time,Training,Compliant,78.3,98.7,1,Weekday,Q1
6675,2023-01-09,Store_029,Central,175,68,78,29,22.16,4.4,55.72,46.71,11.11,58.6,237,43512,29.46,12,8,2,44,67.0,Full-Time,Community,Compliant,51.7,79.2,1,Weekday,Q1
5134,2023-01-09,Store_010,East,127,67,26,34,20.15,3.3,47.74,33.26,2.3,48.5,423,29555,45.82,19,0,0,187,86.8,Full-Time,Training,Non-Compliant,65.5,81.7,1,Weekday,Q1
10024,2023-01-09,Store_048,East,145,32,78,35,39.66,3.4,54.32,14.62,12.97,71.5,53,22931,69.54,18,0,3,16,66.1,Full-Time,Wellness,Partial,97.7,83.5,1,Weekday,Q1
16173,2023-01-09,Store_013,East,227,123,64,40,27.78,4.3,58.85,24.93,10.54,62.7,207,30359,40.77,13,8,2,13,71.4,Full-Time,Wellness,Compliant,52.1,90.5,1,Weekday,Q1
9661,2023-01-09,Store_013,East,186,119,27,40,15.77,3.1,38.54,40.88,3.6,43.7,246,38772,76.85,2,2,0,39,97.8,Part-Time,Wellness,Compliant,98.9,91.2,1,Weekday,Q1
16515,2023-01-09,Store_023,Central,142,94,10,38,36.71,3.8,58.23,40.69,10.18,55.8,311,13548,60.21,11,1,2,105,68.5,Seasonal,Wellness,Partial,66.1,82.5,1,Weekday,Q1
7409,2023-01-09,Store_015,South,188,95,55,38,25.79,3.4,43.45,44.43,9.08,77.4,494,5268,57.84,3,3,2,18,83.8,Part-Time,Training,Compliant,63.5,85.7,1,Weekday,Q1
